formula,formulaA,formulaB,stable
Ba0.7 Sc0.3,Ba,Sc,0
Sr0.7 Sc0.3,Sr,Sc,0
Eu0.7 Sc0.3,Eu,Sc,0
Br0.7 Sc0.3,Br,Sc,0
Bi0.7 Sc0.3,Bi,Sc,0
Pr0.7 Sc0.3,Pr,Sc,0
Y0.7 Sc0.3,Y,Sc,0
Ho0.7 Sc0.3,Ho,Sc,0
Er0.7 Sc0.3,Er,Sc,0
Lu0.7 Sc0.3,Lu,Sc,0
S0.7 Sc0.3,S,Sc,0
Zr0.7 Sc0.3,Zr,Sc,0
Ge0.7 Sc0.3,Ge,Sc,0
Cd0.7 Sc0.3,Cd,Sc,0
Np0.7 Sc0.3,Np,Sc,0
Ta0.7 Sc0.3,Ta,Sc,0
Ag0.7 Sc0.3,Ag,Sc,0
Al0.7 Sc0.3,Al,Sc,1
W0.7 Sc0.3,W,Sc,0
Mo0.7 Sc0.3,Mo,Sc,0
Pt0.7 Sc0.3,Pt,Sc,1
Zn0.7 Sc0.3,Zn,Sc,0
Pd0.7 Sc0.3,Pd,Sc,0
Ir0.7 Sc0.3,Ir,Sc,1
Os0.7 Sc0.3,Os,Sc,1
Rh0.7 Sc0.3,Rh,Sc,0
Ni0.7 Sc0.3,Ni,Sc,1
Be0.7 Sc0.3,Be,Sc,0
K0.7 Pa0.3,K,Pa,0
Ba0.7 Pa0.3,Ba,Pa,0
Yb0.7 Pa0.3,Yb,Pa,0
Br0.7 Pa0.3,Br,Pa,0
Na0.7 Pa0.3,Na,Pa,0
Ac0.7 Pa0.3,Ac,Pa,0
Xe0.7 Pa0.3,Xe,Pa,0
Bi0.7 Pa0.3,Bi,Pa,0
Ce0.7 Pa0.3,Ce,Pa,0
Nd0.7 Pa0.3,Nd,Pa,0
Y0.7 Pa0.3,Y,Pa,0
Tb0.7 Pa0.3,Tb,Pa,0
Dy0.7 Pa0.3,Dy,Pa,0
Ho0.7 Pa0.3,Ho,Pa,0
Er0.7 Pa0.3,Er,Pa,0
Tm0.7 Pa0.3,Tm,Pa,0
Se0.7 Pa0.3,Se,Pa,0
S0.7 Pa0.3,S,Pa,0
Sn0.7 Pa0.3,Sn,Pa,0
Sc0.7 Pa0.3,Sc,Pa,0
Mg0.7 Pa0.3,Mg,Pa,0
Cd0.7 Pa0.3,Cd,Pa,0
Ta0.7 Pa0.3,Ta,Pa,0
Ag0.7 Pa0.3,Ag,Pa,0
Pt0.7 Pa0.3,Pt,Pa,0
Re0.7 Pa0.3,Re,Pa,0
Cr0.7 Pa0.3,Cr,Pa,0
C0.7 Pa0.3,C,Pa,0
B0.7 Pa0.3,B,Pa,0
Kr0.7 Hg0.3,Kr,Hg,0
Cs0.7 Hg0.3,Cs,Hg,1
K0.7 Hg0.3,K,Hg,1
Ba0.7 Hg0.3,Ba,Hg,1
Eu0.7 Hg0.3,Eu,Hg,1
Yb0.7 Hg0.3,Yb,Hg,1
Ar0.7 Hg0.3,Ar,Hg,0
Pr0.7 Hg0.3,Pr,Hg,1
Te0.7 Hg0.3,Te,Hg,0
Y0.7 Hg0.3,Y,Hg,1
Th0.7 Hg0.3,Th,Hg,1
Tb0.7 Hg0.3,Tb,Hg,1
Dy0.7 Hg0.3,Dy,Hg,1
Ho0.7 Hg0.3,Ho,Hg,1
Er0.7 Hg0.3,Er,Hg,1
Pb0.7 Hg0.3,Pb,Hg,0
Sb0.7 Hg0.3,Sb,Hg,0
Tl0.7 Hg0.3,Tl,Hg,1
In0.7 Hg0.3,In,Hg,0
Sc0.7 Hg0.3,Sc,Hg,1
Pa0.7 Hg0.3,Pa,Hg,0
Zr0.7 Hg0.3,Zr,Hg,0
Cd0.7 Hg0.3,Cd,Hg,0
Au0.7 Hg0.3,Au,Hg,0
W0.7 Hg0.3,W,Hg,0
Mo0.7 Hg0.3,Mo,Hg,0
Mn0.7 Hg0.3,Mn,Hg,0
Cr0.7 Hg0.3,Cr,Hg,0
Be0.7 Hg0.3,Be,Hg,0
Ne0.7 Zr0.3,Ne,Zr,0
Kr0.7 Zr0.3,Kr,Zr,0
Rb0.7 Zr0.3,Rb,Zr,0
Ba0.7 Zr0.3,Ba,Zr,0
Br0.7 Zr0.3,Br,Zr,0
Pr0.7 Zr0.3,Pr,Zr,0
Pm0.7 Zr0.3,Pm,Zr,0
Dy0.7 Zr0.3,Dy,Zr,0
Er0.7 Zr0.3,Er,Zr,0
Sb0.7 Zr0.3,Sb,Zr,1
Tm0.7 Zr0.3,Tm,Zr,0
P0.7 Zr0.3,P,Zr,1
Se0.7 Zr0.3,Se,Zr,1
Sn0.7 Zr0.3,Sn,Zr,0
In0.7 Zr0.3,In,Zr,1
Pa0.7 Zr0.3,Pa,Zr,0
Mg0.7 Zr0.3,Mg,Zr,0
Cd0.7 Zr0.3,Cd,Zr,0
U0.7 Zr0.3,U,Zr,0
Ag0.7 Zr0.3,Ag,Zr,1
W0.7 Zr0.3,W,Zr,0
Pt0.7 Zr0.3,Pt,Zr,0
Pd0.7 Zr0.3,Pd,Zr,1
Tc0.7 Zr0.3,Tc,Zr,0
Os0.7 Zr0.3,Os,Zr,0
Cr0.7 Zr0.3,Cr,Zr,0
Fe0.7 Zr0.3,Fe,Zr,1
Ni0.7 Zr0.3,Ni,Zr,1
C0.7 Zr0.3,C,Zr,0
B0.7 Zr0.3,B,Zr,0
Kr0.7 Mg0.3,Kr,Mg,0
Ba0.7 Mg0.3,Ba,Mg,1
Ca0.7 Mg0.3,Ca,Mg,1
Br0.7 Mg0.3,Br,Mg,0
Na0.7 Mg0.3,Na,Mg,0
Bi0.7 Mg0.3,Bi,Mg,0
Sm0.7 Mg0.3,Sm,Mg,1
Gd0.7 Mg0.3,Gd,Mg,1
Dy0.7 Mg0.3,Dy,Mg,1
Lu0.7 Mg0.3,Lu,Mg,1
Tl0.7 Mg0.3,Tl,Mg,1
S0.7 Mg0.3,S,Mg,0
Sc0.7 Mg0.3,Sc,Mg,1
As0.7 Mg0.3,As,Mg,0
U0.7 Mg0.3,U,Mg,0
Si0.7 Mg0.3,Si,Mg,1
Ta0.7 Mg0.3,Ta,Mg,0
Au0.7 Mg0.3,Au,Mg,1
W0.7 Mg0.3,W,Mg,0
Mo0.7 Mg0.3,Mo,Mg,0
Zn0.7 Mg0.3,Zn,Mg,0
Tc0.7 Mg0.3,Tc,Mg,0
Os0.7 Mg0.3,Os,Mg,0
Fe0.7 Mg0.3,Fe,Mg,0
B0.7 Mg0.3,B,Mg,0
He0.7 Ge0.3,He,Ge,0
Kr0.7 Ge0.3,Kr,Ge,0
Rb0.7 Ge0.3,Rb,Ge,0
K0.7 Ge0.3,K,Ge,0
Ba0.7 Ge0.3,Ba,Ge,1
La0.7 Ge0.3,La,Ge,0
Ar0.7 Ge0.3,Ar,Ge,0
Pm0.7 Ge0.3,Pm,Ge,0
Gd0.7 Ge0.3,Gd,Ge,0
Sb0.7 Ge0.3,Sb,Ge,0
Tm0.7 Ge0.3,Tm,Ge,1
Lu0.7 Ge0.3,Lu,Ge,1
Tl0.7 Ge0.3,Tl,Ge,0
Sn0.7 Ge0.3,Sn,Ge,0
In0.7 Ge0.3,In,Ge,0
Pa0.7 Ge0.3,Pa,Ge,1
Hg0.7 Ge0.3,Hg,Ge,0
Cd0.7 Ge0.3,Cd,Ge,0
Nb0.7 Ge0.3,Nb,Ge,1
W0.7 Ge0.3,W,Ge,0
Mo0.7 Ge0.3,Mo,Ge,1
Pd0.7 Ge0.3,Pd,Ge,0
Rh0.7 Ge0.3,Rh,Ge,0
Cr0.7 Ge0.3,Cr,Ge,0
Ni0.7 Ge0.3,Ni,Ge,0
K0.7 As0.3,K,As,1
Eu0.7 As0.3,Eu,As,0
Yb0.7 As0.3,Yb,As,0
I0.7 As0.3,I,As,0
Na0.7 As0.3,Na,As,1
La0.7 As0.3,La,As,1
Ac0.7 As0.3,Ac,As,0
Ar0.7 As0.3,Ar,As,0
Xe0.7 As0.3,Xe,As,0
Bi0.7 As0.3,Bi,As,0
Pr0.7 As0.3,Pr,As,0
Te0.7 As0.3,Te,As,0
Dy0.7 As0.3,Dy,As,0
Sb0.7 As0.3,Sb,As,0
S0.7 As0.3,S,As,0
Sc0.7 As0.3,Sc,As,0
Hg0.7 As0.3,Hg,As,0
Zr0.7 As0.3,Zr,As,1
Ge0.7 As0.3,Ge,As,1
Cd0.7 As0.3,Cd,As,1
Ti0.7 As0.3,Ti,As,1
Ag0.7 As0.3,Ag,As,0
Au0.7 As0.3,Au,As,0
W0.7 As0.3,W,As,0
Re0.7 As0.3,Re,As,1
Pd0.7 As0.3,Pd,As,1
Ir0.7 As0.3,Ir,As,1
Os0.7 As0.3,Os,As,1
V0.7 As0.3,V,As,0
Ru0.7 As0.3,Ru,As,1
Cr0.7 As0.3,Cr,As,0
Cu0.7 As0.3,Cu,As,0
C0.7 As0.3,C,As,0
B0.7 As0.3,B,As,0
He0.7 Cd0.3,He,Cd,0
Kr0.7 Cd0.3,Kr,Cd,0
Cs0.7 Cd0.3,Cs,Cd,0
K0.7 Cd0.3,K,Cd,0
Sr0.7 Cd0.3,Sr,Cd,1
Eu0.7 Cd0.3,Eu,Cd,1
Ar0.7 Cd0.3,Ar,Cd,0
Xe0.7 Cd0.3,Xe,Cd,0
Nd0.7 Cd0.3,Nd,Cd,0
Y0.7 Cd0.3,Y,Cd,1
Ho0.7 Cd0.3,Ho,Cd,1
Sb0.7 Cd0.3,Sb,Cd,0
P0.7 Cd0.3,P,Cd,0
Se0.7 Cd0.3,Se,Cd,0
Ag0.7 Cd0.3,Ag,Cd,0
Pt0.7 Cd0.3,Pt,Cd,0
Zn0.7 Cd0.3,Zn,Cd,0
Pd0.7 Cd0.3,Pd,Cd,0
Tc0.7 Cd0.3,Tc,Cd,0
Rh0.7 Cd0.3,Rh,Cd,0
Mn0.7 Cd0.3,Mn,Cd,0
Cr0.7 Cd0.3,Cr,Cd,0
Cu0.7 Cd0.3,Cu,Cd,0
Fe0.7 Cd0.3,Fe,Cd,0
Co0.7 Cd0.3,Co,Cd,0
Be0.7 Cd0.3,Be,Cd,0
Ne0.7 Li0.3,Ne,Li,0
Kr0.7 Li0.3,Kr,Li,0
Sr0.7 Li0.3,Sr,Li,0
Ca0.7 Li0.3,Ca,Li,1
I0.7 Li0.3,I,Li,0
Br0.7 Li0.3,Br,Li,0
La0.7 Li0.3,La,Li,0
Ar0.7 Li0.3,Ar,Li,0
Xe0.7 Li0.3,Xe,Li,0
Pm0.7 Li0.3,Pm,Li,0
Ho0.7 Li0.3,Ho,Li,0
Pb0.7 Li0.3,Pb,Li,1
S0.7 Li0.3,S,Li,1
Sc0.7 Li0.3,Sc,Li,0
Pa0.7 Li0.3,Pa,Li,0
Zr0.7 Li0.3,Zr,Li,0
Ge0.7 Li0.3,Ge,Li,1
Cd0.7 Li0.3,Cd,Li,1
Si0.7 Li0.3,Si,Li,0
Np0.7 Li0.3,Np,Li,0
Ag0.7 Li0.3,Ag,Li,1
Mo0.7 Li0.3,Mo,Li,0
Re0.7 Li0.3,Re,Li,0
Pd0.7 Li0.3,Pd,Li,1
Ir0.7 Li0.3,Ir,Li,0
V0.7 Li0.3,V,Li,0
Kr0.7 U0.3,Kr,U,0
Ba0.7 U0.3,Ba,U,0
Yb0.7 U0.3,Yb,U,0
Ca0.7 U0.3,Ca,U,0
I0.7 U0.3,I,U,0
Ac0.7 U0.3,Ac,U,0
Ar0.7 U0.3,Ar,U,0
Bi0.7 U0.3,Bi,U,0
Nd0.7 U0.3,Nd,U,0
Y0.7 U0.3,Y,U,0
Tb0.7 U0.3,Tb,U,0
Dy0.7 U0.3,Dy,U,0
Ho0.7 U0.3,Ho,U,0
Sb0.7 U0.3,Sb,U,0
Tm0.7 U0.3,Tm,U,0
Se0.7 U0.3,Se,U,0
Sc0.7 U0.3,Sc,U,0
Pa0.7 U0.3,Pa,U,0
Hg0.7 U0.3,Hg,U,0
Ge0.7 U0.3,Ge,U,1
As0.7 U0.3,As,U,0
Li0.7 U0.3,Li,U,0
Np0.7 U0.3,Np,U,0
Ta0.7 U0.3,Ta,U,0
Nb0.7 U0.3,Nb,U,0
Ag0.7 U0.3,Ag,U,0
Au0.7 U0.3,Au,U,0
Al0.7 U0.3,Al,U,0
Mo0.7 U0.3,Mo,U,0
Os0.7 U0.3,Os,U,0
V0.7 U0.3,V,U,0
Ru0.7 U0.3,Ru,U,0
Cu0.7 U0.3,Cu,U,0
Co0.7 U0.3,Co,U,0
Be0.7 U0.3,Be,U,0
He0.7 Si0.3,He,Si,0
Cs0.7 Si0.3,Cs,Si,0
Rb0.7 Si0.3,Rb,Si,0
K0.7 Si0.3,K,Si,0
Ba0.7 Si0.3,Ba,Si,1
Ca0.7 Si0.3,Ca,Si,1
Ar0.7 Si0.3,Ar,Si,0
Bi0.7 Si0.3,Bi,Si,0
Pr0.7 Si0.3,Pr,Si,1
Ce0.7 Si0.3,Ce,Si,1
Tb0.7 Si0.3,Tb,Si,0
Dy0.7 Si0.3,Dy,Si,0
Ho0.7 Si0.3,Ho,Si,0
Er0.7 Si0.3,Er,Si,0
Lu0.7 Si0.3,Lu,Si,1
S0.7 Si0.3,S,Si,0
In0.7 Si0.3,In,Si,0
Sc0.7 Si0.3,Sc,Si,0
Hg0.7 Si0.3,Hg,Si,0
Zr0.7 Si0.3,Zr,Si,1
Ge0.7 Si0.3,Ge,Si,0
Cd0.7 Si0.3,Cd,Si,0
Np0.7 Si0.3,Np,Si,1
Nb0.7 Si0.3,Nb,Si,1
Al0.7 Si0.3,Al,Si,0
Pt0.7 Si0.3,Pt,Si,0
Ir0.7 Si0.3,Ir,Si,0
Os0.7 Si0.3,Os,Si,1
Cr0.7 Si0.3,Cr,Si,1
Co0.7 Si0.3,Co,Si,1
B0.7 Si0.3,B,Si,0
He0.7 Ga0.3,He,Ga,0
Ne0.7 Ga0.3,Ne,Ga,0
Rb0.7 Ga0.3,Rb,Ga,1
K0.7 Ga0.3,K,Ga,1
Sr0.7 Ga0.3,Sr,Ga,1
Eu0.7 Ga0.3,Eu,Ga,1
I0.7 Ga0.3,I,Ga,0
Ar0.7 Ga0.3,Ar,Ga,0
Pr0.7 Ga0.3,Pr,Ga,1
Nd0.7 Ga0.3,Nd,Ga,1
Tb0.7 Ga0.3,Tb,Ga,1
Er0.7 Ga0.3,Er,Ga,1
Tm0.7 Ga0.3,Tm,Ga,1
Lu0.7 Ga0.3,Lu,Ga,1
In0.7 Ga0.3,In,Ga,0
Mg0.7 Ga0.3,Mg,Ga,1
Ge0.7 Ga0.3,Ge,Ga,0
As0.7 Ga0.3,As,Ga,0
U0.7 Ga0.3,U,Ga,1
Si0.7 Ga0.3,Si,Ga,0
Np0.7 Ga0.3,Np,Ga,1
Ti0.7 Ga0.3,Ti,Ga,1
Ag0.7 Ga0.3,Ag,Ga,0
Zn0.7 Ga0.3,Zn,Ga,0
Tc0.7 Ga0.3,Tc,Ga,0
Os0.7 Ga0.3,Os,Ga,1
V0.7 Ga0.3,V,Ga,1
Rb0.7 Np0.3,Rb,Np,0
Eu0.7 Np0.3,Eu,Np,0
Yb0.7 Np0.3,Yb,Np,0
La0.7 Np0.3,La,Np,0
Ar0.7 Np0.3,Ar,Np,0
Bi0.7 Np0.3,Bi,Np,0
Pr0.7 Np0.3,Pr,Np,0
Nd0.7 Np0.3,Nd,Np,0
Te0.7 Np0.3,Te,Np,0
Pm0.7 Np0.3,Pm,Np,0
Gd0.7 Np0.3,Gd,Np,0
Ho0.7 Np0.3,Ho,Np,0
Pb0.7 Np0.3,Pb,Np,0
Lu0.7 Np0.3,Lu,Np,0
Sn0.7 Np0.3,Sn,Np,0
Hg0.7 Np0.3,Hg,Np,0
Mg0.7 Np0.3,Mg,Np,0
Ge0.7 Np0.3,Ge,Np,0
As0.7 Np0.3,As,Np,0
Nb0.7 Np0.3,Nb,Np,0
Mo0.7 Np0.3,Mo,Np,0
Ir0.7 Np0.3,Ir,Np,0
Cr0.7 Np0.3,Cr,Np,0
Ni0.7 Np0.3,Ni,Np,0
C0.7 Np0.3,C,Np,0
Kr0.7 Ta0.3,Kr,Ta,0
K0.7 Ta0.3,K,Ta,0
Ca0.7 Ta0.3,Ca,Ta,0
I0.7 Ta0.3,I,Ta,0
Na0.7 Ta0.3,Na,Ta,0
Ce0.7 Ta0.3,Ce,Ta,0
Nd0.7 Ta0.3,Nd,Ta,0
Sm0.7 Ta0.3,Sm,Ta,0
Tb0.7 Ta0.3,Tb,Ta,0
Er0.7 Ta0.3,Er,Ta,0
Pb0.7 Ta0.3,Pb,Ta,0
Tm0.7 Ta0.3,Tm,Ta,0
Se0.7 Ta0.3,Se,Ta,1
S0.7 Ta0.3,S,Ta,0
Zr0.7 Ta0.3,Zr,Ta,0
Ge0.7 Ta0.3,Ge,Ta,1
Cd0.7 Ta0.3,Cd,Ta,0
Li0.7 Ta0.3,Li,Ta,0
Si0.7 Ta0.3,Si,Ta,1
Ga0.7 Ta0.3,Ga,Ta,0
Np0.7 Ta0.3,Np,Ta,0
Mo0.7 Ta0.3,Mo,Ta,0
Pt0.7 Ta0.3,Pt,Ta,0
Zn0.7 Ta0.3,Zn,Ta,0
Re0.7 Ta0.3,Re,Ta,0
Tc0.7 Ta0.3,Tc,Ta,0
Os0.7 Ta0.3,Os,Ta,0
V0.7 Ta0.3,V,Ta,0
Mn0.7 Ta0.3,Mn,Ta,0
Cr0.7 Ta0.3,Cr,Ta,0
Be0.7 Ta0.3,Be,Ta,1
Rb0.7 Nb0.3,Rb,Nb,0
Sr0.7 Nb0.3,Sr,Nb,0
Yb0.7 Nb0.3,Yb,Nb,0
I0.7 Nb0.3,I,Nb,0
Br0.7 Nb0.3,Br,Nb,0
La0.7 Nb0.3,La,Nb,0
Ar0.7 Nb0.3,Ar,Nb,0
Xe0.7 Nb0.3,Xe,Nb,0
Bi0.7 Nb0.3,Bi,Nb,0
Pr0.7 Nb0.3,Pr,Nb,0
Ce0.7 Nb0.3,Ce,Nb,0
Te0.7 Nb0.3,Te,Nb,0
Dy0.7 Nb0.3,Dy,Nb,0
Pb0.7 Nb0.3,Pb,Nb,0
Tm0.7 Nb0.3,Tm,Nb,0
Lu0.7 Nb0.3,Lu,Nb,0
In0.7 Nb0.3,In,Nb,0
Sc0.7 Nb0.3,Sc,Nb,0
Pa0.7 Nb0.3,Pa,Nb,0
Hg0.7 Nb0.3,Hg,Nb,0
Zr0.7 Nb0.3,Zr,Nb,0
Mg0.7 Nb0.3,Mg,Nb,0
As0.7 Nb0.3,As,Nb,1
Ga0.7 Nb0.3,Ga,Nb,0
W0.7 Nb0.3,W,Nb,0
Pt0.7 Nb0.3,Pt,Nb,1
Pd0.7 Nb0.3,Pd,Nb,0
V0.7 Nb0.3,V,Nb,0
Rh0.7 Nb0.3,Rh,Nb,1
Mn0.7 Nb0.3,Mn,Nb,0
Cr0.7 Nb0.3,Cr,Nb,0
Fe0.7 Nb0.3,Fe,Nb,0
Be0.7 Nb0.3,Be,Nb,0
He0.7 Ti0.3,He,Ti,0
K0.7 Ti0.3,K,Ti,0
Yb0.7 Ti0.3,Yb,Ti,0
Ca0.7 Ti0.3,Ca,Ti,0
La0.7 Ti0.3,La,Ti,0
Ac0.7 Ti0.3,Ac,Ti,0
Xe0.7 Ti0.3,Xe,Ti,0
Bi0.7 Ti0.3,Bi,Ti,1
Ce0.7 Ti0.3,Ce,Ti,0
Sm0.7 Ti0.3,Sm,Ti,0
Te0.7 Ti0.3,Te,Ti,0
Pm0.7 Ti0.3,Pm,Ti,0
Th0.7 Ti0.3,Th,Ti,0
Sc0.7 Ti0.3,Sc,Ti,0
Pa0.7 Ti0.3,Pa,Ti,0
Cd0.7 Ti0.3,Cd,Ti,1
U0.7 Ti0.3,U,Ti,0
Si0.7 Ti0.3,Si,Ti,0
Np0.7 Ti0.3,Np,Ti,0
Ta0.7 Ti0.3,Ta,Ti,0
Nb0.7 Ti0.3,Nb,Ti,0
Ag0.7 Ti0.3,Ag,Ti,1
Au0.7 Ti0.3,Au,Ti,1
Pd0.7 Ti0.3,Pd,Ti,1
Os0.7 Ti0.3,Os,Ti,0
V0.7 Ti0.3,V,Ti,0
Rh0.7 Ti0.3,Rh,Ti,0
Cu0.7 Ti0.3,Cu,Ti,1
Fe0.7 Ti0.3,Fe,Ti,0
Be0.7 Ti0.3,Be,Ti,0
Kr0.7 Ag0.3,Kr,Ag,0
Sr0.7 Ag0.3,Sr,Ag,1
I0.7 Ag0.3,I,Ag,0
La0.7 Ag0.3,La,Ag,0
Ac0.7 Ag0.3,Ac,Ag,1
Ar0.7 Ag0.3,Ar,Ag,0
Ce0.7 Ag0.3,Ce,Ag,1
Nd0.7 Ag0.3,Nd,Ag,1
Pm0.7 Ag0.3,Pm,Ag,1
Th0.7 Ag0.3,Th,Ag,1
Ho0.7 Ag0.3,Ho,Ag,1
Lu0.7 Ag0.3,Lu,Ag,0
P0.7 Ag0.3,P,Ag,0
Se0.7 Ag0.3,Se,Ag,1
Sn0.7 Ag0.3,Sn,Ag,1
In0.7 Ag0.3,In,Ag,1
Ge0.7 Ag0.3,Ge,Ag,0
Np0.7 Ag0.3,Np,Ag,0
Pt0.7 Ag0.3,Pt,Ag,0
Re0.7 Ag0.3,Re,Ag,0
Tc0.7 Ag0.3,Tc,Ag,0
Os0.7 Ag0.3,Os,Ag,0
Ru0.7 Ag0.3,Ru,Ag,0
Mn0.7 Ag0.3,Mn,Ag,0
Ni0.7 Ag0.3,Ni,Ag,0
He0.7 Au0.3,He,Au,0
Ne0.7 Au0.3,Ne,Au,0
Kr0.7 Au0.3,Kr,Au,0
Cs0.7 Au0.3,Cs,Au,0
Sr0.7 Au0.3,Sr,Au,1
Eu0.7 Au0.3,Eu,Au,0
Yb0.7 Au0.3,Yb,Au,1
Br0.7 Au0.3,Br,Au,0
Na0.7 Au0.3,Na,Au,1
La0.7 Au0.3,La,Au,1
Ar0.7 Au0.3,Ar,Au,0
Xe0.7 Au0.3,Xe,Au,0
Bi0.7 Au0.3,Bi,Au,1
Sm0.7 Au0.3,Sm,Au,1
Th0.7 Au0.3,Th,Au,1
Dy0.7 Au0.3,Dy,Au,1
Pb0.7 Au0.3,Pb,Au,1
Lu0.7 Au0.3,Lu,Au,0
Se0.7 Au0.3,Se,Au,0
S0.7 Au0.3,S,Au,1
Sn0.7 Au0.3,Sn,Au,0
Sc0.7 Au0.3,Sc,Au,1
Pa0.7 Au0.3,Pa,Au,1
Ge0.7 Au0.3,Ge,Au,0
Cd0.7 Au0.3,Cd,Au,1
Li0.7 Au0.3,Li,Au,1
Ga0.7 Au0.3,Ga,Au,1
Np0.7 Au0.3,Np,Au,1
Nb0.7 Au0.3,Nb,Au,1
Mo0.7 Au0.3,Mo,Au,0
Re0.7 Au0.3,Re,Au,0
Ir0.7 Au0.3,Ir,Au,0
Os0.7 Au0.3,Os,Au,0
V0.7 Au0.3,V,Au,0
Ru0.7 Au0.3,Ru,Au,0
Mn0.7 Au0.3,Mn,Au,1
Cu0.7 Au0.3,Cu,Au,0
Fe0.7 Au0.3,Fe,Au,0
Co0.7 Au0.3,Co,Au,0
Ni0.7 Au0.3,Ni,Au,0
Be0.7 Au0.3,Be,Au,1
B0.7 Au0.3,B,Au,0
Cs0.7 Al0.3,Cs,Al,0
K0.7 Al0.3,K,Al,0
Sr0.7 Al0.3,Sr,Al,1
Yb0.7 Al0.3,Yb,Al,1
Ca0.7 Al0.3,Ca,Al,1
I0.7 Al0.3,I,Al,0
Na0.7 Al0.3,Na,Al,0
La0.7 Al0.3,La,Al,1
Ac0.7 Al0.3,Ac,Al,1
Xe0.7 Al0.3,Xe,Al,0
Pr0.7 Al0.3,Pr,Al,1
Nd0.7 Al0.3,Nd,Al,1
Sm0.7 Al0.3,Sm,Al,1
Te0.7 Al0.3,Te,Al,0
Gd0.7 Al0.3,Gd,Al,1
Y0.7 Al0.3,Y,Al,1
Th0.7 Al0.3,Th,Al,1
Ho0.7 Al0.3,Ho,Al,1
Er0.7 Al0.3,Er,Al,1
Sb0.7 Al0.3,Sb,Al,0
Tm0.7 Al0.3,Tm,Al,1
P0.7 Al0.3,P,Al,0
Se0.7 Al0.3,Se,Al,0
In0.7 Al0.3,In,Al,0
Pa0.7 Al0.3,Pa,Al,1
Zr0.7 Al0.3,Zr,Al,1
Mg0.7 Al0.3,Mg,Al,0
As0.7 Al0.3,As,Al,0
Cd0.7 Al0.3,Cd,Al,0
Li0.7 Al0.3,Li,Al,0
Ga0.7 Al0.3,Ga,Al,0
Ti0.7 Al0.3,Ti,Al,1
Ag0.7 Al0.3,Ag,Al,0
Au0.7 Al0.3,Au,Al,1
Pt0.7 Al0.3,Pt,Al,1
Re0.7 Al0.3,Re,Al,0
Ir0.7 Al0.3,Ir,Al,1
V0.7 Al0.3,V,Al,1
Rh0.7 Al0.3,Rh,Al,1
Ru0.7 Al0.3,Ru,Al,1
Mn0.7 Al0.3,Mn,Al,1
Ni0.7 Al0.3,Ni,Al,1
He0.7 W0.3,He,W,0
I0.7 W0.3,I,W,0
Br0.7 W0.3,Br,W,0
La0.7 W0.3,La,W,0
Ac0.7 W0.3,Ac,W,0
Sm0.7 W0.3,Sm,W,0
Y0.7 W0.3,Y,W,0
Ho0.7 W0.3,Ho,W,0
Tm0.7 W0.3,Tm,W,0
Lu0.7 W0.3,Lu,W,0
P0.7 W0.3,P,W,0
Se0.7 W0.3,Se,W,0
In0.7 W0.3,In,W,0
Pa0.7 W0.3,Pa,W,0
Cd0.7 W0.3,Cd,W,0
Li0.7 W0.3,Li,W,0
U0.7 W0.3,U,W,0
Np0.7 W0.3,Np,W,0
Ta0.7 W0.3,Ta,W,1
Au0.7 W0.3,Au,W,0
Al0.7 W0.3,Al,W,0
Mo0.7 W0.3,Mo,W,0
Pt0.7 W0.3,Pt,W,0
Pd0.7 W0.3,Pd,W,0
Os0.7 W0.3,Os,W,0
Ru0.7 W0.3,Ru,W,0
Mn0.7 W0.3,Mn,W,0
Cu0.7 W0.3,Cu,W,0
Ni0.7 W0.3,Ni,W,0
B0.7 W0.3,B,W,1
Ne0.7 Mo0.3,Ne,Mo,0
K0.7 Mo0.3,K,Mo,0
Ba0.7 Mo0.3,Ba,Mo,0
Sr0.7 Mo0.3,Sr,Mo,0
Yb0.7 Mo0.3,Yb,Mo,0
Br0.7 Mo0.3,Br,Mo,0
La0.7 Mo0.3,La,Mo,0
Ac0.7 Mo0.3,Ac,Mo,0
Gd0.7 Mo0.3,Gd,Mo,0
Ho0.7 Mo0.3,Ho,Mo,0
Tm0.7 Mo0.3,Tm,Mo,0
P0.7 Mo0.3,P,Mo,1
In0.7 Mo0.3,In,Mo,0
Pa0.7 Mo0.3,Pa,Mo,0
Zr0.7 Mo0.3,Zr,Mo,1
As0.7 Mo0.3,As,Mo,0
Si0.7 Mo0.3,Si,Mo,1
Ga0.7 Mo0.3,Ga,Mo,1
Nb0.7 Mo0.3,Nb,Mo,0
Al0.7 Mo0.3,Al,Mo,1
Pd0.7 Mo0.3,Pd,Mo,0
Rh0.7 Mo0.3,Rh,Mo,0
Mn0.7 Mo0.3,Mn,Mo,0
Cr0.7 Mo0.3,Cr,Mo,0
Co0.7 Mo0.3,Co,Mo,0
Ni0.7 Mo0.3,Ni,Mo,0
C0.7 Mo0.3,C,Mo,1
Ne0.7 Pt0.3,Ne,Pt,0
Kr0.7 Pt0.3,Kr,Pt,0
K0.7 Pt0.3,K,Pt,0
Ba0.7 Pt0.3,Ba,Pt,1
Na0.7 Pt0.3,Na,Pt,1
La0.7 Pt0.3,La,Pt,1
Pr0.7 Pt0.3,Pr,Pt,1
Sm0.7 Pt0.3,Sm,Pt,1
Y0.7 Pt0.3,Y,Pt,1
Ho0.7 Pt0.3,Ho,Pt,1
